DealID,CustomerID,SalespersonID,InterestedVehicleClass,BudgetRange,Status,UrgencyLevel,HealthScore,LowerBenchmark,UpperBenchmark,InteractionCount,StartDate,LastContactDate,PointOfFailure,IntendedPurchaseTimeframe,IntendedPurchaseJourney,PastInquiryHistory,PreferredCommunication,HomeLocation,LeadSource,LoyaltyStatus,AgeGroup,Gender,Profession,CustomerSegment,DealStageHistory,AssignedBranch,ClosingDate,DealNotes,FollowUpRequired,DiscountOffered,ReEngagementAttempted
D1441,CUST1941,SALESP077,used,"$20,788-$29,629",fail,Low,31,52,82,12,2025-11-20,2026-01-03,ghosted,just exploring,trade-in,No prior history,email,"Various, USA",OEM feed,returning customer,36-50,Male,Not specified,first-time,"[[""lead"", ""2025-11-20""], [""contacted"", ""2025-11-22""], [""appointment"", ""2025-11-26""], [""lost"", ""2026-01-03""]]",Airport,,Customer stopped responding to calls and messages,yes,$0,yes
D1442,CUST0374,SALESP084,SUV,"$39,062-$55,731",pass,High,81,49,67,4,2025-08-26,2025-09-19,,1-3 months,compare deals,"Looked at 2021 F-150, still considering",call,"Boston, MA",web,returning customer,65+,Male,Financial Advisor,loyal,"[[""lead"", ""2025-08-26""], [""contacted"", ""2025-08-28""], [""appointment"", ""2025-08-31""], [""proposal"", ""2025-09-01""], [""negotiation"", ""2025-09-02""], [""sold"", ""2025-09-03""]]",North Branch,2025-09-19,Added extended warranty package,no,"$1,643",no
D1443,CUST0267,SALESP030,sedan,"$22,612-$36,983",pass,High,79,51,68,5,2025-10-24,2025-12-06,,1-3 months,book appointment,"Looked at 2021 Accord, purchased",email,"San Diego, CA",referral,returning customer,36-50,Female,Financial Advisor,loyal,"[[""lead"", ""2025-10-24""], [""contacted"", ""2025-10-26""], [""appointment"", ""2025-10-28""], [""proposal"", ""2025-10-30""], [""negotiation"", ""2025-11-01""], [""sold"", ""2025-11-02""]]",North Branch,2025-12-06,Added extended warranty package,no,$966,no
D1444,CUST0035,SALESP056,used,"$19,843-$28,451",pass,Low,66,58,75,7,2025-08-19,2025-09-16,,just exploring,compare deals,"Looked at 2021 F-150, went with competitor",call,"San Antonio, TX",web,new customer,18-25,Female,Small Business Owner,price-sensitive,"[[""lead"", ""2025-08-19""], [""contacted"", ""2025-08-21""], [""appointment"", ""2025-08-26""], [""proposal"", ""2025-08-31""], [""negotiation"", ""2025-09-07""], [""sold"", ""2025-09-11""]]",Airport,2025-09-16,Added extended warranty package,no,$683,no
D1445,CUST0372,SALESP059,SUV,"$30,381-$45,950",fail,High,60,64,88,12,2025-09-22,2025-11-15,price,<1 month,trade-in,"Looked at 2023 Model 3, did not purchase",text,"Indianapolis, IN",web,new customer,26-35,Male,Consultant,price-sensitive,"[[""lead"", ""2025-09-22""], [""contacted"", ""2025-09-25""], [""lost"", ""2025-11-15""]]",Airport,,Customer wanted larger discount than we could offer,pending,$0,yes
D1446,CUST0393,SALESP072,sedan,"$26,834-$38,475",fail,Low,46,51,81,12,2025-11-30,2026-01-02,price,just exploring,finance inquiry,"Looked at 2023 Model 3, did not purchase",WhatsApp,"Jacksonville, FL",web,new customer,26-35,Male,Business Analyst,price-sensitive,"[[""lead"", ""2025-11-30""], [""contacted"", ""2025-12-01""], [""appointment"", ""2025-12-04""], [""proposal"", ""2025-12-07""], [""negotiation"", ""2025-12-13""], [""lost"", ""2026-01-02""]]",South Branch,,Customer wanted larger discount than we could offer,pending,$0,yes
D1447,CUST1947,SALESP019,sedan,"$31,835-$44,836",pass,Medium,73,57,71,5,2025-11-20,2026-01-03,,<1 month,research,No prior history,WhatsApp,"Various, USA",web,new customer,26-35,Female,Not specified,first-time,"[[""lead"", ""2025-11-20""], [""contacted"", ""2025-11-22""], [""appointment"", ""2025-11-27""], [""proposal"", ""2025-12-02""], [""negotiation"", ""2025-12-05""], [""sold"", ""2025-12-07""]]",North Branch,2026-01-17,Upgraded to higher trim level,no,"$1,762",no
D1448,CUST1948,SALESP081,SUV,"$39,697-$50,571",fail,Medium,56,69,87,12,2025-12-27,2026-01-03,credit,<1 month,compare deals,No prior history,email,"Various, USA",OEM feed,new customer,26-35,Male,Not specified,first-time,"[[""lead"", ""2025-12-27""], [""contacted"", ""2025-12-30""], [""appointment"", ""2026-01-03""], [""lost"", ""2026-01-03""]]",Downtown,,"Credit application denied, unable to secure financing",no,$956,yes
D1449,CUST0390,SALESP053,EV,"$49,212-$73,603",pass,Critical,66,47,65,5,2025-01-23,2025-03-08,,immediate,research,"Looked at 2020 Explorer, purchased",call,"Fresno, CA",web,returning customer,65+,Male,IT Support,fleet/corporate,"[[""lead"", ""2025-01-23""], [""contacted"", ""2025-01-24""], [""appointment"", ""2025-01-25""], [""proposal"", ""2025-01-26""], [""negotiation"", ""2025-01-28""], [""sold"", ""2025-01-30""]]",Downtown,2025-03-08,Added extended warranty package,no,"$2,348",no
D1450,CUST0432,SALESP078,used,"$20,806-$27,320",pass,Medium,70,52,67,3,2025-06-11,2025-07-13,,just exploring,book appointment,"Looked at 2023 Model 3, still considering",text,"Memphis, TN",walk-in,returning customer,26-35,Female,Project Manager,price-sensitive,"[[""lead"", ""2025-06-11""], [""contacted"", ""2025-06-12""], [""appointment"", ""2025-06-19""], [""proposal"", ""2025-06-22""], [""negotiation"", ""2025-06-29""], [""sold"", ""2025-07-01""]]",South Branch,2025-07-13,Added extended warranty package,no,"$1,045",no
D1451,CUST0050,SALESP030,EV,"$50,789-$74,002",pass,Critical,83,57,66,3,2025-11-22,2025-12-31,,immediate,trade-in,"Looked at 2023 Mustang, did not purchase",text,"Nashville, TN",web,in-service customer,51-65,Female,Doctor,loyal,"[[""lead"", ""2025-11-22""], [""contacted"", ""2025-11-25""], [""appointment"", ""2025-11-27""], [""proposal"", ""2025-11-29""], [""negotiation"", ""2025-11-30""], [""sold"", ""2025-12-01""]]",North Branch,2025-12-31,"Smooth transaction, customer very satisfied",no,"$1,562",no
D1452,CUST0251,SALESP072,SUV,"$30,482-$49,574",fail,Low,23,63,86,6,2025-08-12,2025-09-07,price,just exploring,trade-in,"Looked at 2023 Mustang, went with competitor",call,"Mesa, AZ",web,returning customer,51-65,Female,Engineer,price-sensitive,"[[""lead"", ""2025-08-12""], [""contacted"", ""2025-08-15""], [""appointment"", ""2025-08-19""], [""proposal"", ""2025-08-23""], [""negotiation"", ""2025-08-29""], [""lost"", ""2025-09-07""]]",South Branch,,Customer wanted larger discount than we could offer,yes,$330,no
D1453,CUST0423,SALESP076,sedan,"$30,858-$40,831",fail,Medium,51,63,81,7,2025-05-26,2025-07-18,ghosted,immediate,finance inquiry,"Looked at 2020 Civic, still considering",call,"Detroit, MI",web,in-service customer,51-65,Female,Electrician,fleet/corporate,"[[""lead"", ""2025-05-26""], [""contacted"", ""2025-05-27""], [""appointment"", ""2025-06-03""], [""lost"", ""2025-07-18""]]",North Branch,,Customer stopped responding to calls and messages,yes,"$2,421",yes
D1454,CUST0206,SALESP089,sedan,"$23,275-$35,507",pass,Medium,82,54,73,7,2025-04-01,2025-06-26,,just exploring,trade-in,"Looked at 2020 Civic, did not purchase",call,"Portland, OR",walk-in,new customer,26-35,Female,Retail Manager,price-sensitive,"[[""lead"", ""2025-04-01""], [""contacted"", ""2025-04-03""], [""appointment"", ""2025-04-08""], [""proposal"", ""2025-04-13""], [""negotiation"", ""2025-04-20""], [""sold"", ""2025-04-25""]]",North Branch,2025-06-26,Trade-in processed successfully,no,$585,no
D1455,CUST0185,SALESP042,SUV,"$44,583-$62,911",pass,Critical,80,52,67,2,2025-11-07,2025-11-18,,<1 month,trade-in,"Looked at 2021 F-150, did not purchase",email,"Detroit, MI",walk-in,returning customer,51-65,Male,Architect,fleet/corporate,"[[""lead"", ""2025-11-07""], [""contacted"", ""2025-11-09""], [""appointment"", ""2025-11-11""], [""proposal"", ""2025-11-12""], [""negotiation"", ""2025-11-13""], [""sold"", ""2025-11-15""]]",Main Street,2025-11-18,"Repeat customer, easy close",no,"$2,288",no
D1456,CUST0256,SALESP074,EV,"$36,389-$60,770",pass,High,87,48,72,5,2025-12-19,2026-01-04,,1-3 months,book appointment,"Looked at 2022 RAV4, did not purchase",call,"Fort Worth, TX",OEM feed,returning customer,36-50,Male,Sales Manager,luxury,"[[""lead"", ""2025-12-19""], [""contacted"", ""2025-12-20""], [""appointment"", ""2025-12-21""], [""proposal"", ""2025-12-22""], [""negotiation"", ""2025-12-23""], [""sold"", ""2025-12-25""]]",North Branch,2026-01-04,Customer appreciated responsive service,no,"$1,149",no
D1457,CUST1957,SALESP078,sedan,"$23,431-$36,343",fail,Medium,44,67,85,9,2025-01-28,2025-03-17,vehicle condition,<1 month,finance inquiry,No prior history,call,"Various, USA",web,returning customer,36-50,Male,Not specified,first-time,"[[""lead"", ""2025-01-28""], [""contacted"", ""2025-01-31""], [""appointment"", ""2025-02-06""], [""proposal"", ""2025-02-08""], [""negotiation"", ""2025-02-14""], [""lost"", ""2025-03-17""]]",Downtown,,Customer had concerns about vehicle condition,yes,$0,no
D1458,CUST0016,SALESP030,sports,"$41,664-$64,688",pass,Critical,79,42,67,2,2025-12-09,2025-12-16,,<1 month,trade-in,"Looked at 2023 Model 3, purchased",text,"Tucson, AZ",web,in-service customer,36-50,Male,Pharmacist,loyal,"[[""lead"", ""2025-12-09""], [""contacted"", ""2025-12-12""], [""appointment"", ""2025-12-13""], [""proposal"", ""2025-12-14""], [""negotiation"", ""2025-12-15""], [""sold"", ""2025-12-17""]]",Downtown,2025-12-16,Added extended warranty package,no,"$1,589",no
D1459,CUST0462,SALESP085,used,"$18,944-$27,886",fail,Medium,39,58,75,5,2025-08-03,2025-09-12,price,<1 month,trade-in,"Looked at 2021 Accord, still considering",text,"San Francisco, CA",walk-in,returning customer,26-35,Male,Accountant,price-sensitive,"[[""lead"", ""2025-08-03""], [""contacted"", ""2025-08-05""], [""appointment"", ""2025-08-12""], [""proposal"", ""2025-08-15""], [""negotiation"", ""2025-08-20""], [""lost"", ""2025-09-12""]]",Main Street,,Customer wanted larger discount than we could offer,yes,$425,yes
D1460,CUST0397,SALESP074,EV,"$52,616-$67,525",pass,High,88,47,75,4,2025-10-06,2025-10-17,,immediate,compare deals,"Looked at 2021 F-150, purchased",email,"San Jose, CA",web,in-service customer,36-50,Female,Electrician,luxury,"[[""lead"", ""2025-10-06""], [""contacted"", ""2025-10-08""], [""appointment"", ""2025-10-09""], [""proposal"", ""2025-10-11""], [""negotiation"", ""2025-10-13""], [""sold"", ""2025-10-14""]]",North Branch,2025-10-17,Customer appreciated responsive service,no,"$1,002",no
D1461,CUST0488,SALESP095,SUV,"$30,483-$45,849",fail,Medium,52,68,80,6,2025-06-17,2025-07-22,financing terms,1-3 months,research,"Looked at 2021 Accord, went with competitor",WhatsApp,"Mesa, AZ",web,new customer,26-35,Female,HR Manager,price-sensitive,"[[""lead"", ""2025-06-17""], [""contacted"", ""2025-06-20""], [""lost"", ""2025-07-22""]]",South Branch,,Unable to agree on acceptable financing terms,yes,"$1,927",yes
D1462,CUST0208,SALESP080,used,"$18,642-$28,551",pass,Critical,86,42,67,4,2025-07-19,2025-08-25,,<1 month,book appointment,"Looked at 2023 Mustang, purchased",text,"Albuquerque, NM",walk-in,in-service customer,18-25,Female,Project Manager,price-sensitive,"[[""lead"", ""2025-07-19""], [""contacted"", ""2025-07-20""], [""appointment"", ""2025-07-21""], [""proposal"", ""2025-07-22""], [""negotiation"", ""2025-07-24""], [""sold"", ""2025-07-26""]]",Downtown,2025-08-25,"Repeat customer, easy close",no,$363,no
D1463,CUST0289,SALESP047,EV,"$45,926-$67,097",fail,Low,22,53,76,11,2025-03-21,2025-04-05,lost interest,just exploring,finance inquiry,"Looked at 2023 Model 3, purchased",WhatsApp,"San Francisco, CA",web,new customer,18-25,Male,HR Manager,first-time,"[[""lead"", ""2025-03-21""], [""contacted"", ""2025-03-24""], [""appointment"", ""2025-03-27""], [""lost"", ""2025-04-05""]]",Airport,,Customer decided to postpone purchase indefinitely,yes,"$1,395",yes
D1464,CUST0414,SALESP041,used,"$19,148-$26,239",fail,Medium,51,60,76,12,2025-06-15,2025-07-05,follow-up delay,<1 month,book appointment,"Looked at 2020 Civic, did not purchase",email,"Mesa, AZ",OEM feed,new customer,26-35,Male,Pharmacist,first-time,"[[""lead"", ""2025-06-15""], [""contacted"", ""2025-06-18""], [""lost"", ""2025-07-05""]]",North Branch,,"Failed to follow up in timely manner, customer lost interest",yes,$464,pending
D1465,CUST0315,SALESP043,sedan,"$23,258-$35,467",pass,High,79,50,73,4,2025-03-10,2025-04-17,,<1 month,finance inquiry,"Looked at 2021 F-150, purchased",text,"Charlotte, NC",web,new customer,18-25,Female,Real Estate Agent,price-sensitive,"[[""lead"", ""2025-03-10""], [""contacted"", ""2025-03-11""], [""appointment"", ""2025-03-13""], [""proposal"", ""2025-03-15""], [""negotiation"", ""2025-03-17""], [""sold"", ""2025-03-18""]]",Downtown,2025-04-17,"Smooth transaction, customer very satisfied",no,$617,no
D1466,CUST1966,SALESP039,SUV,"$41,055-$56,984",pass,High,87,48,71,5,2025-03-16,2025-04-26,,<1 month,finance inquiry,No prior history,text,"Various, USA",web,returning customer,26-35,Male,Not specified,fleet/corporate,"[[""lead"", ""2025-03-16""], [""contacted"", ""2025-03-19""], [""appointment"", ""2025-03-22""], [""proposal"", ""2025-03-24""], [""negotiation"", ""2025-03-25""], [""sold"", ""2025-03-26""]]",Downtown,2025-04-26,"Repeat customer, easy close",no,"$2,536",no
D1467,CUST0297,SALESP118,sedan,"$23,804-$34,475",fail,High,37,68,79,9,2025-04-12,2025-05-22,lost interest,<1 month,research,"Looked at 2023 Model 3, did not purchase",email,"San Diego, CA",walk-in,new customer,36-50,Male,Mechanic,fleet/corporate,"[[""lead"", ""2025-04-12""], [""contacted"", ""2025-04-15""], [""appointment"", ""2025-04-20""], [""lost"", ""2025-05-22""]]",South Branch,,Customer decided to postpone purchase indefinitely,yes,$0,no
D1468,CUST0424,SALESP040,sports,"$57,515-$93,635",fail,Low,50,53,86,10,2025-09-11,2025-10-21,ghosted,just exploring,compare deals,"Looked at 2020 Civic, did not purchase",email,"San Antonio, TX",walk-in,returning customer,65+,Male,IT Support,luxury,"[[""lead"", ""2025-09-11""], [""contacted"", ""2025-09-13""], [""appointment"", ""2025-09-15""], [""lost"", ""2025-10-21""]]",South Branch,,Customer stopped responding to calls and messages,yes,$0,no
D1469,CUST0253,SALESP052,SUV,"$30,483-$45,704",pass,Low,74,55,73,6,2025-07-20,2025-08-21,,1-3 months,trade-in,"Looked at 2020 Explorer, purchased",text,"Las Vegas, NV",referral,in-service customer,26-35,Male,Architect,loyal,"[[""lead"", ""2025-07-20""], [""contacted"", ""2025-07-22""], [""appointment"", ""2025-07-27""], [""proposal"", ""2025-08-01""], [""negotiation"", ""2025-08-06""], [""sold"", ""2025-08-11""]]",Downtown,2025-08-21,"Repeat customer, easy close",no,$315,no
D1470,CUST0073,SALESP011,SUV,"$31,623-$47,116",pass,Medium,93,40,72,5,2025-08-26,2025-09-25,,<1 month,book appointment,"Looked at 2020 Civic, still considering",call,"Nashville, TN",OEM feed,returning customer,65+,Male,Administrative Assistant,loyal,"[[""lead"", ""2025-08-26""], [""contacted"", ""2025-08-27""], [""appointment"", ""2025-09-01""], [""proposal"", ""2025-09-06""], [""negotiation"", ""2025-09-13""], [""sold"", ""2025-09-18""]]",Main Street,2025-09-25,"Repeat customer, easy close",no,"$1,607",no
D1471,CUST1971,SALESP046,sports,"$59,621-$81,993",fail,Medium,35,61,87,8,2025-11-01,2025-12-30,bad experience,<1 month,research,No prior history,WhatsApp,"Various, USA",referral,new customer,51-65,Male,Not specified,loyal,"[[""lead"", ""2025-11-01""], [""contacted"", ""2025-11-02""], [""appointment"", ""2025-11-08""], [""proposal"", ""2025-11-11""], [""negotiation"", ""2025-11-18""], [""lost"", ""2025-12-30""]]",Main Street,,Customer complained about service quality,yes,$898,no
D1472,CUST1972,SALESP039,sedan,"$35,301-$48,709",fail,Critical,46,58,82,11,2025-12-28,2026-01-02,credit,<1 month,trade-in,No prior history,email,"Various, USA",referral,returning customer,36-50,Male,Not specified,price-sensitive,"[[""lead"", ""2025-12-28""], [""contacted"", ""2025-12-31""], [""lost"", ""2026-01-02""]]",Downtown,,"Credit application denied, unable to secure financing",yes,"$1,552",pending
D1473,CUST1973,SALESP054,sedan,"$28,730-$36,930",pass,Medium,77,54,71,5,2025-06-27,2025-08-13,,just exploring,research,No prior history,call,"Various, USA",walk-in,returning customer,36-50,Male,Not specified,first-time,"[[""lead"", ""2025-06-27""], [""contacted"", ""2025-06-30""], [""appointment"", ""2025-07-03""], [""proposal"", ""2025-07-08""], [""negotiation"", ""2025-07-14""], [""sold"", ""2025-07-19""]]",South Branch,2025-08-13,Upgraded to higher trim level,no,"$1,900",no
D1474,CUST1974,SALESP037,EV,"$46,967-$65,809",pass,High,68,53,72,5,2025-09-13,2025-10-17,,<1 month,research,No prior history,text,"Various, USA",referral,returning customer,26-35,Male,Not specified,luxury,"[[""lead"", ""2025-09-13""], [""contacted"", ""2025-09-16""], [""appointment"", ""2025-09-18""], [""proposal"", ""2025-09-20""], [""negotiation"", ""2025-09-21""], [""sold"", ""2025-09-23""]]",North Branch,2025-10-17,Financing approved quickly,no,"$1,055",no
D1475,CUST1975,SALESP068,used,"$20,354-$29,577",pass,Medium,82,44,71,7,2025-12-11,2026-01-04,,<1 month,book appointment,No prior history,WhatsApp,"Various, USA",OEM feed,returning customer,18-25,Female,Not specified,price-sensitive,"[[""lead"", ""2025-12-11""], [""contacted"", ""2025-12-12""], [""appointment"", ""2025-12-16""], [""proposal"", ""2025-12-19""], [""negotiation"", ""2025-12-22""], [""sold"", ""2025-12-27""]]",North Branch,2026-02-24,Trade-in processed successfully,no,$872,no
D1476,CUST1976,SALESP075,SUV,"$42,708-$55,449",fail,Low,22,68,76,5,2025-11-15,2026-01-02,price,1-3 months,research,No prior history,text,"Various, USA",OEM feed,new customer,51-65,Male,Not specified,price-sensitive,"[[""lead"", ""2025-11-15""], [""contacted"", ""2025-11-18""], [""appointment"", ""2025-11-24""], [""proposal"", ""2025-11-28""], [""negotiation"", ""2025-12-02""], [""lost"", ""2026-01-02""]]",Airport,,Customer wanted larger discount than we could offer,yes,$0,no
D1477,CUST0405,SALESP064,sedan,"$25,908-$35,546",pass,Critical,92,53,74,3,2025-05-16,2025-06-03,,immediate,trade-in,"Looked at 2021 Accord, did not purchase",call,"Columbus, OH",web,returning customer,51-65,Female,Operations Manager,fleet/corporate,"[[""lead"", ""2025-05-16""], [""contacted"", ""2025-05-18""], [""appointment"", ""2025-05-19""], [""proposal"", ""2025-05-20""], [""negotiation"", ""2025-05-22""], [""sold"", ""2025-05-24""]]",North Branch,2025-06-03,Upgraded to higher trim level,no,"$2,909",no
D1478,CUST0220,SALESP023,SUV,"$44,233-$58,734",fail,Medium,50,56,87,7,2025-07-25,2025-08-22,follow-up delay,just exploring,research,"Looked at 2021 Camry, did not purchase",WhatsApp,"Detroit, MI",web,new customer,36-50,Male,Project Manager,first-time,"[[""lead"", ""2025-07-25""], [""contacted"", ""2025-07-28""], [""appointment"", ""2025-08-01""], [""proposal"", ""2025-08-03""], [""negotiation"", ""2025-08-08""], [""lost"", ""2025-08-22""]]",North Branch,,"Failed to follow up in timely manner, customer lost interest",yes,"$1,655",no
D1479,CUST0172,SALESP130,EV,"$45,998-$66,720",pass,Medium,79,49,65,3,2025-09-04,2025-10-05,,immediate,trade-in,"Looked at 2022 RAV4, still considering",email,"Boston, MA",walk-in,new customer,36-50,Male,Doctor,luxury,"[[""lead"", ""2025-09-04""], [""contacted"", ""2025-09-07""], [""appointment"", ""2025-09-12""], [""proposal"", ""2025-09-17""], [""negotiation"", ""2025-09-23""], [""sold"", ""2025-09-26""]]",Downtown,2025-10-05,Added extended warranty package,no,"$1,064",no
